time,amplitude,phase,k,r2
1948-01-01T00:00:00Z,18.5345034283332,0.992825046073139,3,0.0529041742242629
1948-02-01T00:00:00Z,15.7505488943359,1.13200126010443,3,0.0313135225463831
1948-03-01T00:00:00Z,8.68040704476327,1.62850918417524,3,0.00859182048200728
1948-04-01T00:00:00Z,19.6261722888917,1.74781823010695,3,0.0325713599514616
1948-05-01T00:00:00Z,55.6970746479578,0.0614117934715673,3,0.33214707967914
1948-06-01T00:00:00Z,4.19433293871676,1.03626558855957,3,0.00415498889012135
1948-07-01T00:00:00Z,26.418511722956,1.95556287456892,3,0.074138624984002
1948-08-01T00:00:00Z,42.7816844165579,0.26167920065395,3,0.117974864854373
1948-09-01T00:00:00Z,25.9846705847021,1.2923049635614,3,0.0621039168121423
1948-10-01T00:00:00Z,70.3225586119506,2.08829547054774,3,0.249980474529396
1948-11-01T00:00:00Z,26.2312660514974,1.66633016583561,3,0.0319554022308446
1948-12-01T00:00:00Z,48.3236509631907,1.36778372892772,3,0.298973697707838
1949-01-01T00:00:00Z,36.0673124963581,0.816990728992827,3,0.102009691286086
1949-02-01T00:00:00Z,14.59058431076,1.58185969023901,3,0.0717320451261698
1949-03-01T00:00:00Z,13.9815076864929,0.677423581798624,3,0.0654898002043329
1949-04-01T00:00:00Z,7.26331125000724,1.76933629536474,3,0.0077632099072307
1949-05-01T00:00:00Z,90.7270454502496,0.530806531616619,3,0.648191988288068
1949-06-01T00:00:00Z,29.2942323177539,0.169260437066279,3,0.111052887723111
1949-07-01T00:00:00Z,45.4672118089685,0.067606684837572,3,0.147151330675165
1949-08-01T00:00:00Z,11.5512414135585,0.446351425372058,3,0.0173817731363952
1949-09-01T00:00:00Z,74.0965664902002,0.0315819862383101,3,0.220435434173312
1949-10-01T00:00:00Z,25.1903756726945,0.647989787385316,3,0.0335056917385538
1949-11-01T00:00:00Z,17.977252851097,1.4405218999766,3,0.0367065352270019
1949-12-01T00:00:00Z,13.6702028600704,0.0440547813829073,3,0.0402666578237513
1950-01-01T00:00:00Z,13.9287232849883,1.38850468634551,3,0.0193979771607296
1950-02-01T00:00:00Z,32.5421390058104,1.94097511798124,3,0.0795929925237583
1950-03-01T00:00:00Z,25.4474356561235,0.202110645824929,3,0.279355265718524
1950-04-01T00:00:00Z,31.4435763094608,0.156324182316609,3,0.116196311046135
1950-05-01T00:00:00Z,64.0524293912566,0.505102872320544,3,0.449602237505638
1950-06-01T00:00:00Z,74.1115035524254,0.353734335139355,3,0.309233905280944
1950-07-01T00:00:00Z,67.9020241268999,0.287132502452562,3,0.50793994406563
1950-08-01T00:00:00Z,54.2427640055613,0.268542393785323,3,0.186783578048219
1950-09-01T00:00:00Z,31.763608804768,0.840389339101178,3,0.0574694725048853
1950-10-01T00:00:00Z,30.7527792072582,1.02253993787794,3,0.065098438529597
1950-11-01T00:00:00Z,1.11441114577929,0.418241282740666,3,0.000364463393876628
1950-12-01T00:00:00Z,31.1563253151023,0.801040086071368,3,0.178476797232164
1951-01-01T00:00:00Z,9.37935251768689,0.834143965349862,3,0.0079959578812866
1951-02-01T00:00:00Z,30.8163507595088,1.80324117494915,3,0.0845080847292543
1951-03-01T00:00:00Z,33.0007356556118,1.29174442565488,3,0.20690383692584
1951-04-01T00:00:00Z,38.9490722982706,1.13985945363018,3,0.129597343916893
1951-05-01T00:00:00Z,24.8008877148263,1.68588201553793,3,0.093441210547779
1951-06-01T00:00:00Z,13.2447304939397,1.85179491771051,3,0.0444205422873503
1951-07-01T00:00:00Z,11.1199398116796,1.37514032645238,3,0.0239182264528869
1951-08-01T00:00:00Z,56.6540978211194,1.53177844243856,3,0.386095810934748
1951-09-01T00:00:00Z,34.8314541819709,0.268752278984102,3,0.208547914377607
1951-10-01T00:00:00Z,52.8868116138842,0.474048150360721,3,0.153361676491789
1951-11-01T00:00:00Z,12.3370674974956,1.39056956169695,3,0.0104807902875169
1951-12-01T00:00:00Z,4.11490897553317,0.036923598512096,3,0.00223698399877004
1952-01-01T00:00:00Z,20.525453789522,2.0932176221271,3,0.076864023691998
1952-02-01T00:00:00Z,38.1742271984639,1.22258532648901,3,0.172383283331711
1952-03-01T00:00:00Z,0.828185489295922,1.25203371189255,3,5.83395865653074e-05
1952-04-01T00:00:00Z,6.83807119230307,0.249302858696455,3,0.00357558148598706
1952-05-01T00:00:00Z,10.111380643125,1.57897213286968,3,0.00916442635818728
1952-06-01T00:00:00Z,55.728423190363,0.188850427188967,3,0.128306718464948
1952-07-01T00:00:00Z,29.8421798179405,0.545998794004792,3,0.157771658731544
1952-08-01T00:00:00Z,45.4592864414279,1.20178795911241,3,0.168648661340973
1952-09-01T00:00:00Z,23.3802657182431,1.29151019465199,3,0.0348164973418353
1952-10-01T00:00:00Z,23.8521509672742,0.54209268049424,3,0.0588236284435199
1952-11-01T00:00:00Z,23.2063606324945,1.49792341280928,3,0.0416309836825255
1952-12-01T00:00:00Z,27.7776243386835,0.25224051033359,3,0.065632719365408
1953-01-01T00:00:00Z,20.2304175795518,0.777602183996643,3,0.039002823599419
1953-02-01T00:00:00Z,19.9233709544667,1.96504600206016,3,0.0107143183559232
1953-03-01T00:00:00Z,40.2985132318309,0.417958656632877,3,0.203856213837384
1953-04-01T00:00:00Z,27.4460869077831,0.871379247443385,3,0.0756102352422159
1953-05-01T00:00:00Z,16.7432973500169,1.58663502327056,3,0.0192387915689716
1953-06-01T00:00:00Z,30.8307329940445,1.5546331425045,3,0.0804897331030927
1953-07-01T00:00:00Z,41.9072521940687,1.63011243213999,3,0.211447724621609
